laus_code,state_fips_code,county_fips_code,county_state,year,labor_force,employed,unemployed,unemployment_rate
CN0900100000000,9,1,"Fairfield , CT",2006,"459,839","442,204","17,635",3.8
CN0900300000000,9,3,"Hartford , CT",2006,"445,627","424,469","21,158",4.7
CN0900500000000,9,5,"Litchfield , CT",2006,"103,802","99,647","4,155",4
CN0900700000000,9,7,"Middlesex , CT",2006,"91,260","87,921","3,339",3.7
CN0900900000000,9,9,"New Haven , CT",2006,"437,427","416,565","20,862",4.8
CN0901100000000,9,11,"New London , CT",2006,"145,569","139,598","5,971",4.1
CN0901300000000,9,13,"Tolland , CT",2006,"82,675","79,562","3,113",3.8
CN0901500000000,9,15,"Windham , CT",2006,"62,458","59,229","3,229",5.2
CN1000100000000,10,1,"Kent , DE",2006,"74,093","71,705","2,388",3.2
CN1000300000000,10,3,"New Castle , DE",2006,"274,789","264,399","10,390",3.8
CN1000500000000,10,5,"Sussex , DE",2006,"92,302","89,295","3,007",3.3
CN1100100000000,11,1,District of Columbia,2006,"316,083","297,786","18,297",5.8
CN1200100000000,12,1,"Alachua , FL",2006,"125,843","122,471","3,372",2.7
CN1200300000000,12,3,"Baker , FL",2006,"11,548","11,219",329,2.8
CN1200500000000,12,5,"Bay , FL",2006,"85,748","83,077","2,671",3.1
CN1200700000000,12,7,"Bradford , FL",2006,"12,191","11,843",348,2.9
CN1200900000000,12,9,"Brevard , FL",2006,"265,618","256,936","8,682",3.3
CN1201100000000,12,11,"Broward , FL",2006,"983,211","952,640","30,571",3.1
CN1201300000000,12,13,"Calhoun , FL",2006,"5,386","5,216",170,3.2
CN1201500000000,12,15,"Charlotte , FL",2006,"69,533","67,201","2,332",3.4
CN1201700000000,12,17,"Citrus , FL",2006,"54,552","52,465","2,087",3.8
CN1201900000000,12,19,"Clay , FL",2006,"91,630","88,878","2,752",3
CN1202100000000,12,21,"Collier , FL",2006,"152,464","147,706","4,758",3.1
CN1202300000000,12,23,"Columbia , FL",2006,"29,805","28,844",961,3.2
CN1202700000000,12,27,"DeSoto , FL",2006,"14,209","13,691",518,3.6
